2017-12-19,baabaa,moo,box,duck,bamba,baboo,leo,mama,dada,magnet,hey,coke,coat,ohs,keys,capybara,tweet,butter,baby,grape,nene
2017-12-30,agua,back,eye
2018-01-05,eel,beluga,heehaw
2018-01-10,ball,bag
2018-01-21,nail,myanmar,hobbes
2018-01-26,dish,bowl
2018-01-29,uhoh,bubble,neigh,nail,bag,dish,bowl,ball,olaf,door,deer,roar,bottle
2018-02-02,pizza,down,uhoh,bottle,neigh,knee
2018-02-04,mango,book,up,down,out
2018-02-09,digger
2018-03-06
2018-03-09
2018-03-15
2018-03-16
2018-03-17
2018-03-21
2018-03-22
2018-03-23
2018-03-24
2018-03-25
2018-03-31
2018-04-03
2018-04-05
2018-04-07
2018-04-08
2018-04-09
2018-04-10
2018-04-11
2018-04-14
2018-04-15
2018-04-17,bird,yellow,look
2018-04-18,right,hook,black
2018-04-19,email,kick,four,hook,pee
2018-04-20,ring,black,cheek,warm,shake,pea,stick,zebra,croc
2018-04-21,Zola,hippo,zebra,hug,cow,tie,shake
2018-04-22,green,zebra
2018-04-23,tape,smash,paw,geese,ride
2018-04-24,right,meow,four,o
2018-04-25,laundry,pig,oink,pea,time,watch,cake,read,bright
2018-04-26,tag,start,mail,boom,tick(le),ground,rainbow,pee,park,beans,guac,rice,plantain,crawl,per(iscope),catch,moon,plane
2018-04-27,mine,eat,write,fork
2018-04-28,simba,talk,look,crack(er),plane,sofa,flower,cloud,table,boot,cleanup
2018-04-29,egg,spice,three,start,bear,tight
2018-04-30,paper,stove,pig,carrot,tomato
2018-05-01,two,nine
2018-05-02,moose,eat
2018-05-03,hummus,dip,carrot,shake,take,bear,pillow
2018-05-04,three
2018-05-05,one
2018-05-06,whale,mickey
2018-05-07,bite,roll
2018-05-08,sky,stir,boy,wriggle,climb
2018-05-09,towel,high,blueWhale,orange,turn,red,ground,purple,turtle,frog,rail
2018-05-12,lilac,okay,dark,kick,rock,toy,away,salt,clear
2018-05-13,break,papertowel,truck,gorilla,warm,moon,plus,oink,stir,fridge,slice,rainbow
2018-05-15,pouch,globe,blank(et)
